,id,index,song_gn_dtl_gnr_basket,issue_date,album_name,album_id,artist_id_basket,song_name,song_gn_gnr_basket,artist_name_basket
22,570357,570357,['GN0901'],20200225,Hard to Say (feat. I.E.),10395359,[2138438],Hard to Say (feat. I.E.),['GN0900'],['GRAACE']
23,258956,258956,"['GN0908', 'GN0901']",20200228,Fabulous,10395715,[1815510],Fabulous,['GN0900'],['Ally Brooke']
24,258956,258956,"['GN0908', 'GN0901']",20200228,Fabulous,10395715,[1815510],Fabulous,['GN0900'],['Ally Brooke']
25,342116,342116,"['GN0908', 'GN0901']",20200302,GITY,10396363,[1643929],GITY,['GN0900'],['Chymes']
26,587463,587463,['GN1101'],20200303,Look At Us Now Dad,10396694,[2796377],Tennis Fan (feat. Empress Of),['GN0900'],['Banoffee']
27,438327,438327,"['GN0908', 'GN0901']",20200305,Nikes On,10398494,[2119940],Nikes On,['GN0900'],['Healy']
28,25767,25767,['GN0901'],20200306,Alone With You,10398602,[2748238],Alone With You (Feat. AlunaGeorge),['GN0900'],['Kito']
29,481009,481009,"['GN0908', 'GN0901']",20200306,Spring Break (feat. Rich The Kid),10398608,[2189633],Spring Break (feat. Rich The Kid),['GN0900'],['AJ Mitchell']
30,529425,529425,['GN0901'],20200306,Flashback,10399204,[1459171],Flashback,['GN0900'],['Beatrich']
31,621033,621033,"['GN0908', 'GN0901']",20200417,I Got You,10399595,[1956860],Young & Alive,['GN0900'],['Bazzi']
32,621033,621033,"['GN0908', 'GN0901']",20200417,I Got You,10399595,[1956860],Young & Alive,['GN0900'],['Bazzi']
33,621033,621033,"['GN0908', 'GN0901']",20200417,I Got You,10399595,[1956860],Young & Alive,['GN0900'],['Bazzi']
34,518481,518481,['GN0901'],20200313,Flash,10400057,[944408],Tricky (feat. Sabrina Carpenter),['GN0900'],['Shoffy']
35,96298,96298,['GN0901'],20200310,L.O.V.E.,10400334,[1225827],L.O.V.E.,['GN0900'],['Macy Kate']
36,382435,382435,"['GN0908', 'GN0901']",20200311,Bad Child/Can&#39;t Be Happy All The Time,10401474,[2742009],Bad Child,['GN0900'],['Tones And I']
37,649213,649213,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20200313,Have U Seen Her? (Part II),10401694,[967971],Stay All Night,"['GN2700', 'GN1100']",['Alma']
38,212859,212859,"['GN0908', 'GN0901']",20200313,How To Be Lonely,10401738,[690612],How To Be Lonely,['GN0900'],['Rita Ora']
39,37254,37254,"['GN0908', 'GN0901']",20200312,Kings & Queens,10401809,[2137864],Kings & Queens,['GN0900'],['Ava Max']
40,37254,37254,"['GN0908', 'GN0901']",20200312,Kings & Queens,10401809,[2137864],Kings & Queens,['GN0900'],['Ava Max']
41,526953,526953,"['GN0908', 'GN0901']",20200313,Jealous,10401943,[723901],Jealous,['GN0900'],['Lennon Stella']
42,502224,502224,"['GN0908', 'GN0901']",20200313,Worry About Me,10401990,"[464683, 1024206]",Worry About Me,['GN0900'],"['Ellie Goulding', 'blackbear']"
43,585597,585597,"['GN0908', 'GN0901']",20200313,Always Summer Somewhere,10402138,[1628315],VCR,['GN0900'],['M.I.L.K.']
44,144941,144941,['GN0901'],20200313,Forever,10402162,[2631514],Forever,['GN0900'],['FLETCHER']
45,144941,144941,['GN0901'],20200313,Forever,10402162,[2631514],Forever,['GN0900'],['FLETCHER']
46,463850,463850,"['GN0908', 'GN0901']",20200313,Arms Around Me,10402239,[993887],Arms Around Me,['GN0900'],['Starley']
47,217952,217952,"['GN0908', 'GN0901']",20200313,Jealous of Myself,10402396,[2747078],Jealous of Myself,['GN0900'],['GALXARA']
48,285826,285826,"['GN0908', 'GN0901']",20200317,I Believe In You (Feat. Francis and The Lights),10403620,[894835],I Believe In You (Feat. Francis and The Lights),['GN0900'],['Kacy Hill']
49,431974,431974,"['GN0908', 'GN0901']",20200320,Pedestrian,10404593,[2755664],Pedestrian,['GN0900'],['Ant Saunders']
50,488837,488837,"['GN0908', 'GN0901']",20200320,Obvious,10404641,[2191881],Obvious,['GN0900'],['Chloe Lilac']
51,208068,208068,['GN0901'],20200320,Kitchen Table,10404658,[2287454],Kitchen Table,['GN0900'],['Ea Kaya']
52,336281,336281,"['GN0908', 'GN0901']",20200319,Lies,10404839,[1908979],Lies,['GN0900'],['Will Jay']
53,238669,238669,"['GN0908', 'GN0901']",20200320,Bang My Head,10405211,"[2297195, 2860480]",Bang My Head,['GN0900'],"['Kiddo', 'JIM OUMA']"
54,94648,94648,"['GN0908', 'GN0901']",20200320,Kid Krow,10405226,[2398189],Wish You Were Sober,['GN0900'],['Conan Gray']
55,601447,601447,['GN0901'],20200320,Friday,10405668,[2398167],Friday,['GN0900'],['Theresa Rex']
56,34552,34552,['GN0901'],20200320,Lemoncholy,10405734,[2747104],Tongue Tied,['GN0900'],['WENS']
57,384449,384449,"['GN0908', 'GN0901']",20200320,ANIMAL CROSSING,10405806,"[2024646, 729270]",ANIMAL CROSSING,['GN0900'],"['Shawn Wasabi', 'Sophia Black']"
58,74430,74430,"['GN0908', 'GN0901']",20200320,Baby Girl (feat. Jeremih),10405846,[771842],Baby Girl (feat. Jeremih),['GN0900'],['Bryce Vine']
59,434095,434095,"['GN0908', 'GN0901']",20200323,VELVET,10406490,[415441],Superpower,['GN0900'],['Adam Lambert']
60,434095,434095,"['GN0908', 'GN0901']",20200323,VELVET,10406490,[415441],Superpower,['GN0900'],['Adam Lambert']
61,434095,434095,"['GN0908', 'GN0901']",20200323,VELVET,10406490,[415441],Superpower,['GN0900'],['Adam Lambert']
62,661211,661211,"['GN0908', 'GN0901']",20200324,"And Now, We&#39;re Shining",10406603,[1625378],If It Was Me,['GN0900'],['Sarah Close']
63,386808,386808,['GN0901'],20200324,bandaids,10406646,[2402797],blue,['GN0900'],['keshi']
64,313326,313326,"['GN0908', 'GN0901']",20200326,I Love You’s,10407198,[881737],I Love You&#39;s,['GN0900'],['Hailee Steinfeld']
65,313326,313326,"['GN0908', 'GN0901']",20200326,I Love You’s,10407198,[881737],I Love You&#39;s,['GN0900'],['Hailee Steinfeld']
66,191130,191130,"['GN0908', 'GN0901']",20200327,Bad Intentions,10407970,[1543290],Bad Intentions,['GN0900'],['Alexander Oscar']
67,191130,191130,"['GN0908', 'GN0901']",20200327,Bad Intentions,10407970,[1543290],Bad Intentions,['GN0900'],['Alexander Oscar']
68,443160,443160,"['GN0908', 'GN0901']",20200326,Future Nostalgia,10345880,[889721],Break My Heart,['GN0900'],['Dua Lipa']
69,443160,443160,"['GN0908', 'GN0901']",20200326,Future Nostalgia,10345880,[889721],Break My Heart,['GN0900'],['Dua Lipa']
70,443160,443160,"['GN0908', 'GN0901']",20200326,Future Nostalgia,10345880,[889721],Break My Heart,['GN0900'],['Dua Lipa']
71,443160,443160,"['GN0908', 'GN0901']",20200326,Future Nostalgia,10345880,[889721],Break My Heart,['GN0900'],['Dua Lipa']
72,443160,443160,"['GN0908', 'GN0901']",20200326,Future Nostalgia,10345880,[889721],Break My Heart,['GN0900'],['Dua Lipa']
73,660095,660095,"['GN0908', 'GN0901']",20200327,Y U Gotta B Like That (feat. KYLE),10408375,[2752661],Y U Gotta B Like That (feat. KYLE),['GN0900'],['Audrey Mika']
74,613158,613158,"['GN0908', 'GN0901']",20200327,SADBOI,10408417,[780416],Invisible,['GN0900'],['Bars & Melody']
75,406621,406621,"['GN0908', 'GN0901']",20200327,CALM,10408680,[765084],Old Me,['GN0900'],['5 Seconds Of Summer']
76,674508,674508,"['GN0908', 'GN0901']",20200327,cherry wine,10408689,[2764641],cherry wine,['GN0900'],['Zachary Knowles']
77,620511,620511,['GN0901'],20200327,Somebody Like You,10408758,[41359],Somebody Like You,['GN0900'],['Sheppard']
78,474340,474340,"['GN0908', 'GN0901']",20200327,Back in the Game,10408814,[2295598],Back in the Game,['GN0900'],['Peder Elias']
79,229518,229518,"['GN0908', 'GN0901']",20200327,Knew You,10408828,[2059173],Knew You,['GN0900'],['Kailee Morgue']
80,46763,46763,"['GN0908', 'GN0901']",20200327,Break Up Song,10409041,[602511],Break Up Song,['GN0900'],['Little Mix']
81,46763,46763,"['GN0908', 'GN0901']",20200327,Break Up Song,10409041,[602511],Break Up Song,['GN0900'],['Little Mix']
82,171234,171234,['GN0901'],20200403,A Few More Hours at YYZ (EP),10410986,[1703766],Swimming in the Deep End,['GN0900'],['Billy Raffoul']
83,247927,247927,"['GN0908', 'GN0901']",20200417,I Got You,10399595,[1956860],Renee&#39;s Song,['GN0900'],['Bazzi']
84,1226,1226,"['GN0908', 'GN0901']",20200403,BUBBLE,10354492,[2755664],MISCOMMUNICATIONS,['GN0900'],['Ant Saunders']
85,330380,330380,"['GN0908', 'GN0901']",20200403,Facade,10412191,[992254],Facade,['GN0900'],['Jesper Jenset']
86,659629,659629,"['GN0908', 'GN0901', 'GN0902']",20200403,Stained Glass,10412200,[735254],Stained Glass,['GN0900'],['Madison Beer']
87,37876,37876,"['GN0908', 'GN0901']",20200403,Fuck My Friends,10412266,[2862711],Fuck My Friends,['GN0900'],['Eddie Benjamin']
88,37876,37876,"['GN0908', 'GN0901']",20200403,Fuck My Friends,10412266,[2862711],Fuck My Friends,['GN0900'],['Eddie Benjamin']
89,346225,346225,"['GN0908', 'GN0901']",20200403,Boys Ain&#39;t Shit,10412277,[2750609],Boys Ain&#39;t Shit  (feat. Tate McRae & Audrey Mika),['GN0900'],['SAYGRACE']
90,530198,530198,"['GN0908', 'GN0901']",20200403,MESS,10412307,[1957295],MESS,['GN0900'],['Jasmine Sokko']
91,650049,650049,['GN0901'],20200403,Run Into You,10412314,[1460030],Run Into You,['GN0900'],['Clara Mae']
92,135694,135694,"['GN0908', 'GN0901']",20200403,Balloons (feat. Tank),10412315,[2630709],Balloons (feat. Tank),['GN0900'],['Conor Matthews']
93,65980,65980,['GN0901'],20200406,Somebody Else,10412425,[1703776],Somebody Else,['GN0900'],['Loote']
94,660988,660988,"['GN0908', 'GN0901']",20200407,Hold You Tonight,10413152,"[944462, 916113]",Hold You Tonight,['GN0900'],"['Gryffin', 'Chris Lane']"
95,27563,27563,"['GN0908', 'GN0901']",20200408,"I miss you, I’m sorry",10413502,[2751845],"I miss you, I’m sorry",['GN0900'],['Gracie Abrams']
96,193194,193194,"['GN0908', 'GN0901']",20200408,On My Conscience,10413579,[2058934],Party Shit / Misbehaving,['GN0900'],['Foley']
97,423564,423564,"['GN0908', 'GN0901']",20200409,Imagine U,10414164,[2635315],Imagine U,['GN0900'],['Omar Apollo']
98,152861,152861,"['GN0908', 'GN0901']",20200409,Trust,10414203,[2062266],Trust,['GN0900'],['Ayelle']
99,168835,168835,['GN0901'],20200410,nothing2prove,10414379,[2764636],nothing2prove,['GN0900'],['lilspirit']
100,216327,216327,['GN0901'],20200410,Karate,10414404,[2643815],Karate,['GN0900'],['Drama Relax']
101,658205,658205,['GN0901'],20200410,Remember Me (feat. BIA),10414902,[719229],Remember Me (feat. BIA),['GN0900'],['Dove Cameron']
102,381217,381217,"['GN1105', 'GN1101', 'GN1109']",20200410,Ideas,10414915,[1956699],Ideas,['GN1100'],['Au/Ra']
103,272203,272203,"['GN0904', 'GN0908', 'GN0901']",20200410,MAMACITA,10414920,"[107538, 983766, 2863769]",MAMACITA,['GN0900'],"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']"
104,376518,376518,['GN0901'],20200410,LOUD,10414934,"[991601, 2741934]",LOUD,['GN0900'],"['Dan Bravo', 'J.O.Y']"
105,62438,62438,"['GN0908', 'GN0901']",20200408,Knocked Me Off My Feet,10415021,[2242893],Knocked Me Off My Feet,['GN0900'],['Christian Lalama (크리스티안 라라마)']
106,695548,695548,['GN0901'],20200409,Time,10415158,[2621329],Time,['GN0900'],['Stonefox']
107,139352,139352,['GN0901'],20200409,Rare (Deluxe),10415637,[402544],Boyfriend,['GN0900'],['Selena Gomez']
108,243860,243860,"['GN0908', 'GN0901']",20200410,Three. Two. One.,10415652,[723901],Fear Of Being Alone,['GN0900'],['Lennon Stella']
109,699594,699594,"['GN0908', 'GN0901']",20200409,Six Feet Apart,10415665,[790155],Six Feet Apart,['GN0900'],['Alec Benjamin']
110,50766,50766,"['GN0908', 'GN0901']",20200417,I&#39;m Ready,10417842,"[718042, 261830]",I&#39;m Ready,['GN0900'],"['Sam Smith', 'Demi Lovato']"
111,308082,308082,['GN0901'],20200417,Keep On Dancing,10418024,[873372],Keep On Dancing,['GN0900'],['Oh Wonder']
112,695353,695353,"['GN0908', 'GN0901']",20200417,love is not dying,10418034,[1758307],somebody loves you,['GN0900'],['Jeremy Zucker']
113,675366,675366,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20200417,Freedom (feat. Zak Abel),10408634,[751508],Freedom (feat. Zak Abel),"['GN2700', 'GN1100']",['Kygo']
114,672813,672813,"['GN0908', 'GN0901']",20200417,Everytime (Cover),10418408,[2189633],Everytime (Cover),['GN0900'],['AJ Mitchell']
115,124214,124214,"['GN0908', 'GN0901']",20200417,i think too much,10418416,[2189547],i think too much,['GN0900'],['Christian French']
116,565131,565131,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20200417,Details,10418699,[724002],Details (feat. Boy Matthews),"['GN2700', 'GN1100']",['Oliver Heldens']
117,565131,565131,"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20200417,Details,10418699,[724002],Details (feat. Boy Matthews),"['GN2700', 'GN1100']",['Oliver Heldens']
118,627457,627457,"['GN0908', 'GN0901']",20200417,Look For The Good (Single Version),10418945,[50775],Look For The Good (Single Version),['GN0900'],['Jason Mraz']
119,228643,228643,"['GN0908', 'GN0901', 'GN0902']",20200416,Gimme Love,10384700,[2019784],Gimme Love,['GN0900'],['Joji']
120,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
121,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
122,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
123,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
124,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
125,532771,532771,"['GN1012', 'GN1001']",19940201,Dookie,19749,[100327],Basket Case,['GN1000'],['Green Day']
126,383775,383775,"['GN1001', 'GN1012']",19951107,Made In Heaven,19989,[103964],I Was Born To Love You,['GN1000'],['Queen']
127,432753,432753,['GN0901'],19900719,Extreme II - Pornograffitti,24009,[101787],More Than Words,['GN0900'],['Extreme']
128,432753,432753,['GN0901'],19900719,Extreme II - Pornograffitti,24009,[101787],More Than Words,['GN0900'],['Extreme']
129,432753,432753,['GN0901'],19900719,Extreme II - Pornograffitti,24009,[101787],More Than Words,['GN0900'],['Extreme']
130,176384,176384,['GN1001'],20140819,Bahamas is Afie,178755,[583091],All I`ve Ever Known,['GN1000'],['Bahamas']
131,152694,152694,"['GN1010', 'GN1001']",19760000,Wild Cherry,47182,[106572],Play That Funky Music,['GN1000'],['Wild Cherry']
132,152694,152694,"['GN1010', 'GN1001']",19760000,Wild Cherry,47182,[106572],Play That Funky Music,['GN1000'],['Wild Cherry']
133,60126,60126,"['GN1701', 'GN1702']",19631202,Songs Of New York,65948,[8728],Sunday In New York,['GN1700'],['Mel Torm&#233;']
134,330285,330285,"['GN1301', 'GN1303']",20050101,Stand By Me,312158,[5951],Stand By Me,['GN1300'],['Ben E. King']
135,330285,330285,"['GN1301', 'GN1303']",20050101,Stand By Me,312158,[5951],Stand By Me,['GN1300'],['Ben E. King']
136,142570,142570,"['GN1002', 'GN1013', 'GN1001']",20061121,Stop The Clocks (The Best Of Oasis),333341,[104369],Don`t Look Back In Anger,['GN1000'],['Oasis']
137,354561,354561,"['GN1013', 'GN1001']",20051010,Southern Rock Gold,344866,[27497],Fooled Around And Fell In Love,['GN1000'],['Elvin Bishop']
138,354561,354561,"['GN1013', 'GN1001']",20051010,Southern Rock Gold,344866,[27497],Fooled Around And Fell In Love,['GN1000'],['Elvin Bishop']
139,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
140,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
141,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
142,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
143,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
144,12397,12397,"['GN1301', 'GN1302']",20070216,Corinne Bailey Rae (Special Edition),346986,[182425],Put Your Records On,['GN1300'],['Corinne Bailey Rae']
145,559731,559731,"['GN1013', 'GN1001']",20070522,It Won`t Be Soon Before Long,351114,[107721],Nothing Lasts Forever,['GN1000'],['Maroon 5']
146,559731,559731,"['GN1013', 'GN1001']",20070522,It Won`t Be Soon Before Long,351114,[107721],Nothing Lasts Forever,['GN1000'],['Maroon 5']
147,406035,406035,"['GN1503', 'GN1501']",20080520,섹스 앤 더 시티 OST,379403,[223557],How Deep Is Your Love,['GN1500'],['The Bird And The Bee']
148,406035,406035,"['GN1503', 'GN1501']",20080520,섹스 앤 더 시티 OST,379403,[223557],How Deep Is Your Love,['GN1500'],['The Bird And The Bee']
149,477991,477991,"['GN1102', 'GN1101']",20100126,Fireflies,793151,[425140],Fireflies,['GN1100'],['Owl City']
150,477991,477991,"['GN1102', 'GN1101']",20100126,Fireflies,793151,[425140],Fireflies,['GN1100'],['Owl City']
151,477991,477991,"['GN1102', 'GN1101']",20100126,Fireflies,793151,[425140],Fireflies,['GN1100'],['Owl City']
152,656654,656654,['GN1001'],20100614,Time Flies... 1994-2009,926955,[104369],Whatever,['GN1000'],['Oasis']
153,515378,515378,"['GN0901', 'GN0902']",20111122,Video Games,2050749,[597831],Video Games,['GN0900'],['Lana Del Rey']
154,312626,312626,"['GN1003', 'GN1001']",20120214,Some Nights,2085686,[571362],We Are Young (Feat. Janelle Monae),['GN1000'],['Fun.']
155,312626,312626,"['GN1003', 'GN1001']",20120214,Some Nights,2085686,[571362],We Are Young (Feat. Janelle Monae),['GN1000'],['Fun.']
156,312626,312626,"['GN1003', 'GN1001']",20120214,Some Nights,2085686,[571362],We Are Young (Feat. Janelle Monae),['GN1000'],['Fun.']
157,495884,495884,['GN1201'],20120828,Thrift Shop,2148919,[701837],Thrift Shop (Feat. Wanz),['GN1200'],['Macklemore & Ryan Lewis']
158,687008,687008,['GN1001'],20100628,Hunting High And Low (Remastered Deluxe Edition),2193587,[103496],Take On Me,['GN1000'],['A-ha']
159,687008,687008,['GN1001'],20100628,Hunting High And Low (Remastered Deluxe Edition),2193587,[103496],Take On Me,['GN1000'],['A-ha']
160,295361,295361,"['GN0901', 'GN0902', 'GN1001']",20130902,The 1975,2199167,[721493],Robbers,"['GN0900', 'GN1000']",['The 1975']
161,561444,561444,"['GN1014', 'GN1001']",20131101,Avril Lavigne (Expanded Edition),2214366,[30023],Here`s To Never Growing Up,['GN1000'],['Avril Lavigne']
162,561444,561444,"['GN1014', 'GN1001']",20131101,Avril Lavigne (Expanded Edition),2214366,[30023],Here`s To Never Growing Up,['GN1000'],['Avril Lavigne']
163,433444,433444,"['GN1014', 'GN1001']",20131101,Avril Lavigne (Expanded Edition),2214366,[30023],Bitchin` Summer,['GN1000'],['Avril Lavigne']
164,699571,699571,"['GN0901', 'GN0902', 'GN1001']",20131128,The Origin Of Love,2218416,[204713],Live Your Life (English Version),"['GN0900', 'GN1000']",['MIKA']
165,128065,128065,"['GN0901', 'GN0902']",20140121,Is There Anybody Out There?,2227599,[725025],Land Of Opportunity,['GN0900'],['A Great Big World']
166,624983,624983,"['GN1503', 'GN1501']",20140623,Lost Stars,2261971,[775915],Lost Stars,['GN1500'],['Keira Knightley']
167,624983,624983,"['GN1503', 'GN1501']",20140623,Lost Stars,2261971,[775915],Lost Stars,['GN1500'],['Keira Knightley']
168,258083,258083,['GN0901'],20140630,All About That Bass,2264305,[777099],All About That Bass,['GN0900'],['Meghan Trainor']
169,258083,258083,['GN0901'],20140630,All About That Bass,2264305,[777099],All About That Bass,['GN0900'],['Meghan Trainor']
170,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
171,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
172,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
173,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
174,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
175,368753,368753,"['GN1301', 'GN1302']",20140806,The Simple Things,2272151,[751201],The Simple Things,['GN1300'],['Michael Carreon']
176,225303,225303,"['GN1201', 'GN1202']",20140813,Healin` In The City Night . 1.5 (힐링 인더 시티나잇 1.5집),2274090,[775913],First Date (Feat. Wade & Tyler Alexis),['GN1200'],['The Hauser Project']
177,225303,225303,"['GN1201', 'GN1202']",20140813,Healin` In The City Night . 1.5 (힐링 인더 시티나잇 1.5집),2274090,[775913],First Date (Feat. Wade & Tyler Alexis),['GN1200'],['The Hauser Project']
178,225303,225303,"['GN1201', 'GN1202']",20140813,Healin` In The City Night . 1.5 (힐링 인더 시티나잇 1.5집),2274090,[775913],First Date (Feat. Wade & Tyler Alexis),['GN1200'],['The Hauser Project']
179,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
180,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
181,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
182,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
183,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
184,309245,309245,['GN0901'],20140825,The Very Best Of Rachael Yamagata,2276927,[57675],Be Be Your Love,['GN0900'],['Rachael Yamagata']
185,26977,26977,['GN1501'],20140807,괜찮아 사랑이야 Pop OST,2272626,[642011],Hero,['GN1500'],['Family Of The Year']
186,26977,26977,['GN1501'],20140807,괜찮아 사랑이야 Pop OST,2272626,[642011],Hero,['GN1500'],['Family Of The Year']
187,26977,26977,['GN1501'],20140807,괜찮아 사랑이야 Pop OST,2272626,[642011],Hero,['GN1500'],['Family Of The Year']
188,467970,467970,"['GN1104', 'GN1103', 'GN1101']",20141024,Down To Earth,2287385,[633999],Crave You (Feat. Giselle),['GN1100'],['Flight Facilities']
189,185211,185211,['GN0901'],20141113,Holiday Wishes,2290398,"[232538, 35370]",Baby It`s Cold Outside,['GN0900'],"['Idina Menzel', 'Michael Buble']"
190,185211,185211,['GN0901'],20141113,Holiday Wishes,2290398,"[232538, 35370]",Baby It`s Cold Outside,['GN0900'],"['Idina Menzel', 'Michael Buble']"
191,185211,185211,['GN0901'],20141113,Holiday Wishes,2290398,"[232538, 35370]",Baby It`s Cold Outside,['GN0900'],"['Idina Menzel', 'Michael Buble']"
192,583390,583390,"['GN1503', 'GN1501', 'GN1302']",20141223,Earned It (Fifty Shades Of Grey) (From The &#34;Fifty Shades Of Grey&#34; Soundtrack),2296616,[710093],Earned It (Fifty Shades Of Grey) (From &#34;Fifty Shades Of Grey&#34; Soundtrack),"['GN1500', 'GN1300']",['The Weeknd']
